name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Philippines,0,0.5,0,0.16666666666666674,0.2142857142857142,0,0.05882352941176472,0.05555555555555558,0.3157894736842106,0.32000000000000006,0.06060606060606055,0.08571428571428563,0.18421052631578938,0.19999999999999996,0.2592592592592593,0.044117647058823595,0.09859154929577474,0.1282051282051282,0.09090909090909083,0.11458333333333326,0.2710280373831775,0.05882352941176472,0.05555555555555558,0.07236842105263164,0.08588957055214719,0.02824858757062154,0.11538461538461542,0.08866995073891615,0.11764705882352944,0.20242914979757076,0.06060606060606055,0.06349206349206349,0.04179104477611939,0.0372492836676217,0.06906077348066297,0.025839793281653645,0.030226700251889227,0.046454767726161306,0.02102803738317749,0.020594965675057253,0.03587443946188351,0.032467532467532534,0.03563941299790363,0.014170040485830038,0.019960079840319445,0.03718199608610573,0.05283018867924527,0.017921146953405076,,,,,,,,,
Poland,0,0.1428571428571428,0.25,0.3999999999999999,0.1428571428571428,0,0.125,0.22222222222222232,0.40909090909090917,0.06451612903225801,0.303030303030303,0.3255813953488371,0.2456140350877194,0.11267605633802824,0.1898734177215189,0.13829787234042556,0.20560747663551404,0.2325581395348837,0.09433962264150941,0.04022988505747116,0.149171270718232,0.11538461538461542,0.056034482758620774,0.07346938775510203,0.0874524714828897,0.09790209790209792,0.0573248407643312,0.04518072289156616,0.03746397694524495,0.05555555555555558,0.0552631578947369,0.06234413965087282,0.06572769953051649,0.08810572687224671,0.06072874493927127,0.020992366412213803,0.05046728971962611,0.06049822064056931,0.046979865771812124,0.03205128205128216,,,,,,,,,,,,,,,,,
Portugal,0,1,0.16666666666666674,0.6428571428571428,0.4347826086956521,0.303030303030303,0.39534883720930236,0.2666666666666666,0.3157894736842106,0.18999999999999995,0.17647058823529416,0.1428571428571428,0.16874999999999996,0.11764705882352944,0.17703349282296643,0.08130081300813008,0.10902255639097747,0.05423728813559325,0.10932475884244375,0.10144927536231885,0.07631578947368411,0.0635696821515892,0.08045977011494254,0.07234042553191489,0.06150793650793651,0.059813084112149584,0.0564373897707231,0.05008347245409017,0.044515103338632844,0.04566210045662111,0.0393013100436681,0.02941176470588225,0.03673469387755102,0.030183727034120755,0.04458598726114649,0.04146341463414638,0.030444964871194413,0.026136363636363624,0.027685492801771794,0.02155172413793105,0.026371308016877704,0.016443987667009274,,,,,,,,,,,,,,,
Romania,0,0.5714285714285714,0.5454545454545454,0.3529411764705883,0.13043478260869557,0.42307692307692313,0.16216216216216206,0.5116279069767442,0.2615384615384615,0.12195121951219523,0.25,0.15652173913043477,0.09774436090225569,0.03424657534246567,0.16556291390728473,0.11931818181818188,0.11675126903553301,0.1272727272727272,0.08870967741935476,0.07777777777777772,0.08591065292096212,0.04746835443037978,0.06042296072507547,0.05982905982905984,0.053763440860215006,0.04846938775510212,0.024330900243308973,0.07125890736342044,0.05986696230598665,0.04184100418410042,0.052208835341365445,0.040076335877862634,0.04036697247706411,0.059964726631393406,0.029950083194675514,0.035541195476575194,0.0343213728549141,0.045248868778280604,0.03463203463203457,,,,,,,,,,,,,,,,,,
Russia,0,0.125,0.8888888888888888,0.41176470588235303,0.25,0.1333333333333333,0.2647058823529411,0.04651162790697683,0.04444444444444451,0.23404255319148937,0.0862068965517242,0.20634920634920628,0.23684210526315796,0.12765957446808507,0.2264150943396226,0.1384615384615384,0.14864864864864868,0.16470588235294126,0.1717171717171717,0.17672413793103448,0.14652014652014644,0.15335463258785942,0.12188365650969524,0.125925925925926,0.125,0.08187134502923987,0.10810810810810811,0.1073170731707318,0.09691629955947145,0.06291834002677366,0.09193954659949632,0.12110726643598624,0.10390946502057608,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,0,0,0.25,0.6000000000000001,0.3125,0.19047619047619047,0.15999999999999992,0.17241379310344818,0.11764705882352944,0.07894736842105265,0,0.07317073170731714,0.06818181818181812,0.1063829787234043,0.13461538461538458,0.10169491525423724,0.12307692307692308,0.08219178082191791,0.05063291139240511,0.04819277108433728,0.05747126436781613,0.05434782608695654,0.061855670103092786,0.058252427184465994,0.04587155963302747,0.06140350877192979,0.04958677685950419,0.07086614173228356,0.022058823529411686,0.03597122302158273,0.05555555555555558,0.03289473684210531,0.031847133757961776,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,0,0.1428571428571428,0.25,0.30000000000000004,0.23076923076923084,0.4375,0.21739130434782616,0.1071428571428572,0.25806451612903225,0.1282051282051282,0.15909090909090917,0.13725490196078427,0.051724137931034475,0.06557377049180335,0.01538461538461533,0.07575757575757569,0.04225352112676051,0.08108108108108114,0.0625,0.10588235294117654,0.05319148936170204,0.04040404040404044,0.06796116504854366,0.06363636363636371,0.042735042735042805,0.024590163934426146,0,0,0,0,0,0,0,0,0,0.43199999999999994,,,,,,,,,,,,,,,,,,,,,
Spain,0,0.7,0.6470588235294117,0.25,0.5428571428571429,0.5555555555555556,0.5833333333333333,0.46616541353383467,0.4820512820512821,0.18339100346020754,0.5584795321637428,0.16885553470919334,0.332263242375602,0.2566265060240964,0.3183125599232981,0.2887272727272727,0.30417607223476306,0.21505841627001288,0.2987891737891737,0.19687414313134077,0.17709049255441012,0.16426625145971196,0.13724506853895013,0.13420549757459943,0.09694142042509069,0.10905009451795844,0.10237562586555882,0.08214147661383842,0.06688694409716023,0.058089897045283445,0.055375365872953,0.052769657446968044,0.05318618725525104,0.04428069226608988,0.04104356833042022,0.0326472234313786,0.036312176321811496,0.03178569353245386,0.016895697229105666,0.03610988037217555,0.03244601240111189,0.0355682112347917,0.0020497950204978466,0.0204560195579504,0.01950814061506878,0.020621523115288642,0.02043980828869474,0.020260625316572245,0.016563614207699695,0.016782099094299507,0.012575320932669554,0.01427339370418279,0.01279707495429605,0.019016035597346992,0.01104016477857872,,
Sweden,0,0.1428571428571428,0.25,0.10000000000000009,0.4545454545454546,0.25,0.050000000000000044,0.2857142857142858,0.4814814814814814,0.55,0.24193548387096775,0.36363636363636354,0,0.04761904761904767,0.3272727272727274,0.23287671232876717,0.3277777777777777,0.2887029288702929,0.16233766233766245,0.04189944134078205,0.07506702412868638,0.18952618453865333,0.23899371069182385,0.1624365482233503,0.15429403202328973,0.0970996216897857,0.019540229885057547,0.013528748590755368,0.022246941045606317,0.12404787812840046,0.16456921587608897,0.10806317539484622,0.050262565641410406,0.07928571428571418,0.019192587690271434,0.025974025974025983,0.11708860759493667,0.09745042492917855,0.04336602994321126,0.06481939633844624,0.018587360594795488,0.0009124087591241281,0.03646308113035546,0.03562005277044844,0.0454352441613588,0.050365556458163985,,,,,,,,,,,
Switzerland,0,0.5714285714285714,0.18181818181818188,0.07692307692307687,0.3571428571428572,0.42105263157894735,0.22222222222222232,0.303030303030303,0.30232558139534893,0.4285714285714286,0.2250000000000001,0.22448979591836737,0.016666666666666607,0.25409836065573765,0.24836601307189543,0.2094240837696335,0.1428571428571428,0.13636363636363646,0.19666666666666677,0.20612813370473537,0.12702078521939963,0.09836065573770503,0.10261194029850751,0.12690355329949243,0.07357357357357364,0.06993006993007,0.07320261437908493,0.09013398294762487,0.05921787709497206,0.05696202531645578,0.03393213572854292,0.06756756756756754,0.02893309222423146,0.03163444639718804,0.055366269165247006,0.03389830508474567,0.03590944574551136,0.030896759608138646,0.018274853801169666,0.025843503230437825,0.0342897130860742,0.020974289580514283,0.026507620941020438,0.0258231116849581,0.006293266205160464,0.0068792995622264375,0.03416149068322971,0.02042042042042036,0.010005885815185467,0.012237762237762295,,,,,,,
Turkey,0,1.3333333333333335,0.4285714285714286,0.2333333333333334,0.18918918918918926,0.34090909090909083,0.27118644067796605,0.22666666666666657,0.17391304347826098,0.21296296296296302,0.28244274809160297,0.2738095238095237,0.29439252336448596,0.28519855595667876,0.1938202247191012,0.1788235294117646,0.1457085828343314,0.13066202090592327,0.11710323574730364,0.1200000000000001,0.11822660098522175,0.10792951541850226,0.09443339960238561,0.08810172570390562,0.08180300500834714,0.0825617283950617,0.08196721311475419,0.08234519104084326,0.07668898356664644,0.06840022611645002,0.06719576719576725,0.060981655924640554,0.05560747663551391,0.05179282868525892,0.048400673400673444,0.04375752709755121,0.04076923076923067,0.03658536585365857,0.033868092691622165,0.03172413793103446,0.02974598930481287,0.030185004868549248,,,,,,,,,,,,,,,
Ukraine,0,0.11111111111111116,0.30000000000000004,0.3076923076923077,0.17647058823529416,0.10000000000000009,0.2272727272727273,0.18518518518518512,0.15625,0.027027027027026973,0.18421052631578938,0.15555555555555545,0.09615384615384626,0.21052631578947367,0.05797101449275366,0.13698630136986312,0.12048192771084332,0.053763440860215006,0.1020408163265305,0.07407407407407418,0.07758620689655182,0.06400000000000006,0.06015037593984962,0.07092198581560294,0.0662251655629138,0.08074534161490687,0.07471264367816088,0.07486631016042788,0,0.03980099502487566,0.05263157894736836,0.08636363636363642,0.046025104602510414,0.04400000000000004,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,0,0.33333333333333326,0.25,0.10000000000000009,0.9090909090909092,0.6666666666666667,0.5714285714285714,0.290909090909091,0.46478873239436624,0.3846153846153846,0.22916666666666674,0.3163841807909604,0.20600858369098707,0.19217081850533813,0.25970149253731334,0.1018957345971565,0.24301075268817196,0.31314878892733566,0.3425559947299077,0.2051030421982336,0.14657980456026065,0.27059659090909083,0.3147009502515372,0.24192176870748305,0.2341663813762409,0.1963938973647712,0.14398330628332956,0.08897446291041744,0.14628699050809613,0.152297450884884,0.12413695927856838,0.12283780396089239,0.10236659968743034,0.07463291139240513,0.0675650207312477,0.0686733162679849,0.06285619889320238,0.06691016474976696,0.06169422390560131,0.06092206366630082,0.038541127780651774,0.027957658779576677,0.05015446120298028,0.04400992097825451,0.03524861878453045,0.0409862311879603,0.04167948323592752,0.02032580343520851,0.01736446073702491,0.19960174473734127,0.031420441071851934,0.02582672337816616,,,,,
US,0,0.16666666666666674,0.5714285714285714,0.09090909090909083,0.16666666666666674,0.2142857142857142,0.23529411764705888,0.04761904761904767,0.2727272727272727,0.2857142857142858,0.11111111111111116,0.17500000000000004,0.14893617021276606,0.16666666666666674,0.3492063492063493,0.2705882352941176,0.09259259259259256,0.6949152542372881,0.21999999999999997,0.2581967213114753,0.35830618892508137,0.3357314148681054,0.267504488330341,0.33427762039660047,0.2834394904458599,0.3076923076923077,0.2814674256799494,0.21767028627838103,0.20713417105796506,0.30053727333781066,0.22824683707720106,0.24574311540887117,0.19591630104623703,0.18625652603358267,0.14416557630545968,0.12101050005198055,0.17982008717425568,0.15508567835246034,0.12582511058183066,0.12342843326885888,0.10093618852900033,0.07609226859544527,0.06853172260320628,0.09788337300238004,0.09655065618830094,0.1620829655781113,0.11717705675051637,0.05142359883610248,0.05165011380095175,0.0352426157743293,0.05582743383855182,0.049005490054900624,0.07146840547381061,0.03993674180245832,0.03476486554120384,0.020946888661519836,0.0251088719228878
US-New York City,0,0.9090909090909092,0.5238095238095237,0.78125,0.4736842105263157,0.5952380952380953,0.34328358208955234,0.288888888888889,0.4137931034482758,0.32012195121951215,0.3233256351039262,0.39267015706806285,0.3157894736842106,0.3114285714285714,0.25562817719680475,0.23076923076923084,0.21663533834586457,0.20316724604094238,0.20513643659711067,0.17181672882258914,0.15412593771311656,0.1431948000787866,0.13645761543762913,0.12280169799878715,0.09870375371320561,0.0889762811847119,0.07865929353346113,0.07114459091860215,0.07003320961125215,0.06627110908261069,0.05504665696430111,0.04276209023044464,0.04069722200606951,0.03379691939584273,0.03363228699551568,0.031068504653278373,0.029453681710213786,0.023732612565099842,0.02157254169618139,0.01853252647503778,0.001980443124149023,0.05781346510191465,0.008992175639378708,0.01359953703703698,0.009534684556094852,0.022282547223164695,-0.0003872538172161599,,,,,,,,,,
